%	percent
圣神降临周	Whitsuntide
圣约	covenant
圣经外传	Apocrypha
圣者	saint
圣职	priesthood
圣药	panacea
圣诗	hymn
圣诞	Christmas
圣诞节	Christmas
圣诞红	poinsettia
圣诞花	poinsettia
圣贤	wine
圣迹	miracle
圣灵降临	Pentecost
圣餐	sacrament
圣餐台	altar
聘任	appointed
聘书	contract
聚丙烯	polypropylene
聚乙烯	polythene
聚乙烯	polyethylene
聚光灯	spotlight
聚友	MySpace
聚合作用	polymerization
聚合物	polymer
聚合资讯订阅	RSS
聚合酶	polymerase
聚合体	aggregate
聚合体	polymer
聚宝盆	cornucopia
聚居地	habitat
聚敛	convergent
聚会	party
聚会	gathering
聚氨酯	polyurethane
聚脂	polyester
聚苯乙烯	polystyrene
聚落	settlement
聚落	town
聚落	village
聚变	fusion
聚酯	polyester
聚酰亚胺	polyimide
聚酰胺	polyamide
闻	news
闻	well-known
闻	famous
闻	reputation
闻	fame
闻名	well-known
闻名	famous
闻名	renowned
闻名	eminent
闻名于世	world-famous
闻见	knowledge
闻见	information
闻达	well-known
联合	unite
联合	alliance
联合国儿童基金会	UNICEF
联合收割机	combine
联合收割机	harvester
联合会	federation
联合组织	syndicate
联名	jointly
联播	hookup
联播	simulcast
联机	online
联机	network
联欢	celebration
联欢	party
联欢会	party
联氨	hydrazine
联产	co-production
联盟	alliance
联盟	union
联盟	coalition
联结主义	connectionism
联络	liaison
联络	connection
联网	network
联网	cyber-
联系	connection
联系	contact
联系	relation
联系人	contact
联袂	jointly
联袂	together
联诵	liaison
联谊	friendship
联谊	fellowship
联谊会	association
联谊会	club
联谊会	society
联谊会	party
联谊会	get-together
联调联试	testing
联赛	league
联通	connection
联通	link
联邦	federal
联邦	federation
联邦	commonwealth
联邦	union
联邦制	federal
联邦德国	Germany
联邦快递	FedEx
联邦紧急措施署	FEMA
联队	wing
联集	union
联体别墅	townhouse
聪	wise
聪	clever
聪	sharp-witted
聪	intelligent
聪	acute
聪慧	bright
聪慧	witty
聪慧	intelligent
聪敏	quick
聪敏	bright
聪敏	intelligent
聪敏	clever
聪敏	brilliant
聪明	intelligent
聪明	clever
聪明	bright
聪明	smart
聪明	acute
聪颖	smart
聪颖	intelligent
声	sound
声	voice
声	tone
声	noise
声像	audio-visual
声价	reputation
声势	prestige
声势	influence
声势	impetus
声势	momentum
声名	reputation
声名	declaration
声呐	sonar
声威	prestige
声威	renown
声威	influence
声学	acoustics
声带	soundtrack
声息	sound
声息	whisper
声旁字	phonetic
声明	statement
声明	declaration
声明书	statement
声望	popularity
声望	prestige
声母	consonant
声气	voice
声气	tone
声浪	clamor
声纳	sonar
声线	timbre
声言	pronouncement
声言	declaration
声调	tone
声调	note
声誉	reputation
声誉	fame
声门	glottis
声音	voice
声音	sound
声韵学	phonetics
声响	sound
声响	noise
耸	high
耸	lofty
耸	towering
聩	deaf
聩	obtuse
职	office
职	duty
职位	post
职位	office
职位	position
职分	duty
职务	post
职务	position
职务	job
职务	duties
职场	workplace
职场	career
职守	duty
职守	responsibility
职守	post
职工	workers
职工	staff
职志	aspiration
职掌	assignment
职业	occupation
职业	profession
职业	vocation
职业	professional
职业化	professionalization
职业素质	professionalism
职业运动员	professional
职业运动员	pro
职权	authority
职涯	career
职称	title
职级	position
职级	level
职级	grade
职级	rank
职能	function
职能	role
职责	duty
职责	responsibility
职责	obligation
职衔	title
聍	cerumen
听力	hearing
听审会	hearing
听写	dictate
听写	dictation
听小骨	ossicles
听得见	audible
听众	audience
听众	listeners
听筒	headphone
听筒	earphone
听筒	earpiece
听筒	stethoscope
听者	listener
听诊器	stethoscope
听话	obedient
听说	hearsay
听证会	hearing
听骨	ossicles
聋	deaf
聋聩	deaf
聿	then
肃	respectful
肃	solemn
肃敬	respectful
肃敬	deferential
肃杀	austere
肃杀	stern
肃杀	harsh
肃然	respectful
肃然	solemn
肃然	awed
肃穆	serene
肃静	silence
肃静	peaceful
肆	four
肆	unrestrained
肆	wanton
肆	shop
肆意	wantonly
肆意	recklessly
肆意	willfully
肆无忌惮	unbridled
肇	devise
肇	originate
肇事者	offender
肇事者	culprit
肇事逃逸	hit-and-run
肇因	cause
肇因	origin
肉	meat
肉	flesh
肉	pulp
肉	squashy
肉	flabby
肉	irresolute
肉中毒	botulism
肉丸	meatball
肉冠	comb
肉商	butcher
肉嘟嘟	chubby
肉垫	pad
肉感	sexiness
肉感	sexy
肉感	sensuality
肉感	sensual
肉感	voluptuous
肉条	cutlet
肉棒	penis
肉毒素	botulin
肉毒素	XR
肉汤	broth
肉瘤	wart
肉瘤	sarcoma
肉瘤	superfluous
肉瘤	useless
肉眼凡胎	ignoramus
肉票	hostage
肉羹	stew
肉羹	bouillon
肉豆蔻	nutmeg
肉豆蔻	mace
肉豆蔻	Myristicaceae
肉豆蔻料	Myristicaceae
肉贩	butcher
肉质	succulent
肉酱	mincemeat
肉鸡	broiler
肉鸡	zombie
肉类	meat
肉食	carnivorous
肉食动物	carnivore
肉馅	mincemeat
肉碱	carnitine
肉麻	sickening
肉麻	corny
肉麻	sappy
肉麻	maudlin
肉麻	fulsome
肋	rib
肋骨	rib
肌	flesh
肌	muscle
肌动蛋白	actin
肌原纤维	myofibril
肌理	texture
肌纤蛋白	myocilin
肌肉	muscle
肌肉	flesh
肌肉发达	muscular
肌胃	gizzard
肌腱	tendon
肌腱	sinew
肌腱	hamstrings
肌肤	skin
肌肤	flesh
肌电图	electromyogram
肌体	organism
肌体	fabric
肏蛋	fuck!
肏蛋	Satan
肏蛋	devil
肖	similar
肖	resembling
肖像	portrait
肖像	likeness
肘	elbow
肙	empty
肚	tripe
肚	belly
肚子	belly
肚子	abdomen
肚子	stomach
肚子痛	stomachache
肚子痛	bellyache
肚痛	stomachache
肚皮	belly
肚腩	belly
肚腹	belly
肚脐	navel
肚脐眼	navel
肛	anus
肛门	anus
肛门直肠	rectum
肝	liver
肝火	irascibility
肝火	irritability
肝炎	hepatitis
肝硬化	cirrhosis
肝脏	liver
肟	oxime
肟	oximide
肟	-oxil
股	thigh
股	share
股份	stock
股份有限公司	corporation
股息	dividend
股本	investment
股东	shareholder
股东	stockholder
股票	stock
股长	head
股长	chief
股长	director
股骨	femur
肢	limb
肢体	limb
肢体	body
肢体冲突	fight
肥	fat
肥	fertile
肥	fertilizer
肥	manure
肥力	fertility
肥厚	plump
肥厚	fleshy
肥厚	fertile
肥大	fat
肥大	stout
肥大	swelling
肥大	hypertrophy
肥实	plump
肥实	fat
肥实	fertile
肥料	fertilizer
肥料	manure
肥沃	fertile
肥滋滋	fat
肥滋滋	plump
肥皂	soap
肥皂沫	foam
肥硕	fleshy
肥硕	plump
肥硕	stout
肥羊	moneymaker
肥美	fertile
肥美	luxuriant
肥美	plump
肥美	rounded
肥肉	fat
肥胖	fat
肥胖	obese
肥胖症	obesity
肥肠	pig-gut
肥腻	fatty
肥腻	greasy
肥鲜	delicious
肩	shoulder
肩并肩	abreast
肩带	baldric
肩章	epaulet
肩胛骨	scapula
肩膀	shoulder
肩膊	shoulder
肩头	shoulder
肫	gizzard
肯	willing
肯亚	Kenya
肯定	assuredly
肯定	definitely
肯定	affirmative
肯尼亚	Kenya
肯尼迪	Kennedy
肯德基	KFC
肯德拉	Kendra
肯普索恩	Kempthorne
肯特	Kent
肱	arm
肱二头肌	biceps
肱骨	humerus
育幼院	orphanage
育种	breeding
育空	Yukon
肵	table
肸	giggle
肸	scatter
肺	lung
肺气肿	emphysema
肺炎	pneumonia
肺痨	tuberculosis
肺结核	tuberculosis
肺结核	TB
肼	hydrazine
肽	peptide
胂	arsine
胂凡纳明	arsphenamine
胃	stomach
胃下垂	gastroptosis
胃口	appetite
胃口	liking
胃灼热	heartburn
胃灼热	pyrosis
胃炎	gastritis
胃疼	stomachache
胃痛	stomachache
胃蛋白酶	pepsin
胃镜	gastroscope
胄	helmet
胄	descendants
胊	yoke
背	unlucky
背信弃义	treachery
背信弃义	perfidy
背侧	back
背包	knapsack
背包	rucksack
背包客	backpacker
背包游	backpacking
背叛者	traitor
背囊	backpack
背囊	knapsack
背囊	rucksack
背地	secretly
背地风	privately
背带	braces
背带	suspenders
背带	sling
背带	straps
背带裤	overalls
背后	behind
背斜	anticline
背时	outdated
背景	background
背景	backdrop
背景	context
背景音乐	soundtrack
背板	panel
背弃	abandon
背弃	desert
背弃	renounce
背转	backspin
背运	unlucky
背部	back
背部	back
背部	dorsum
背阴	shady
背离	deviation
背骨	spine
胍	guanidine
胎	fetus
胎	litter
胎	tire
胎便	meconium
胎儿	fetus
胎儿	embryo
胎生	viviparity
胎生	zoogony
胎盘	placenta
胎粪	meconium
胎记	birthmark
胎面	tread
胖	healthy
胖	fat
胖	plump
胖乎乎	chubby
胖人	fatty
胖嘟嘟	plump
胖嘟嘟	pudgy
胖嘟嘟	chubby
胖墩墩	heavy-set
胖子	fatty
胖次	panties
胗	gizzard
胙	blessing
胚	embryo
胚泡	blastocyst
胚珠	ovule
胚胎	embryo
胚胎学	embryology
胚胎发生	embryogenesis
胚芽	bud
胚芽	sprout
胚芽	germ
胝	callous
胞	placenta
胞	womb
胞宫	uterus
胞宫	womb
胞浆	cytoplasm
胞藻	algae
胞衣	afterbirth
胠	side
胠箧者流	thieves
胠箧者流	pilferers
胡	reckless
胡	outrageous
胡	what?
胡	why?
胡乱	careless
胡乱	reckless
胡乱	casually
胡乱	absent-mindedly
胡人	foreigner
胡人	barbarian
胡佛	Hoover
胡同	lane
胡同	alley
胡涂虫	blunderer
胡涂虫	bungler
胡天	Zoroastrianism
胡天胡帝	reckless
胡天胡帝	intemperate
胡夫	Khufu
胡扯	nonsense
胡扯	blather
胡扯淡	nonsense
胡桃	walnut
胡椒	pepper
胡椒子	peppercorn
胡椒粒	peppercorn
胡椒薄荷	peppermint
胡狼	jackal
胡琴	huqin
胡瓜	cucumber
胡瓜鱼	smelt
胡芫	coriander
胡荽	coriander
胡芦巴	fenugreek
胡萝卜	carrot
胡萝卜素	carotene
胡蜂	wasp
胡蜂	hornet
胡话	nonsense
胡话	hogwash
胡说	drivel
胡麻	sesame
胡麻	flax
胡麻	linseed
胤	descendant
胤	heir
胤	offspring
胤	posterity
胥	all
胥	assist
胩	carbylamine
胩	isocyanide
胬肉	pterygium
胭	rouge
胭脂	rouge
胭脂鱼	mullet
胯	crotch
胯	groin
胯	hip
胯下之辱	humiliation
胯下物	package
胰	soap
胰	pancreas
胰岛素	insulin
胰腺	pancreas
胰腺炎	pancreatitis
胰脏	pancreas
胰脏炎	pancreatitis
胱	bladder
胲	hydroxylamine
胳	armpit
胳肢窝	armpit
胳膊	arm
胳膊肘	elbow
胳臂	arm
胳臂箍儿	armband
胳臂肘儿	elbow
胴	torso
胴体	carcass
胸	chest
胸	bosom
胸	heart
胸	mind
胸	thorax
胸前	chest
胸前	bosom
胸围	bust
胸大无脑	bimbo
胸廓	thorax
胸廓切开术	thoracotomy
胸怀	breast
胸怀坦荡	ingenuous
胸怀坦荡	unselfish
胸怀坦荡	magnanimous
胸怀坦荡	broad-minded
胸有丘壑	far-sighted
胸有丘壑	astute
胸槽	cleavage
胸无城府	ingenuous
胸无大志	unambitious
胸无宿物	ingenuous
胸墙	parapet
胸墙	breastwork
胸甲	breastplate
胸罩	brassiere
胸罩	bra
胸脯	chest
胸腺	thymus
胸膛	chest
胸膜炎	pleurisy
胸花	corsage
胸花	boutonnière
胸襟	heart
胸襟	aspiration
胸襟	vision
胸部	chest
胸部	bosom
胸针	brooch
胸骨	sternum
胸骨	breastbone
胹	overcooked
胹	soft
胺	amine
胻	calf
胻	belly
胼胝	callus
能	can
能	ability
能	energy
能伸能屈	flexible
能力	capability
能力	ability
能动性	initiative
能够	can
能屈能伸	flexible
能干	capable
能干	competent
能手	expert
能源	energy
能耐	ability
能耐	capability
能见度	visibility
能言善辩	eloquent
能量	energy
能量	capabilities
脂	fat
脂	rouge
脂	resin
脂粉	cosmetics
脂粉气	effeminate
脂肪	fat
脂肪团	cellulite
脂膏	fat
脂膏	grease
脂膏	riches
脂膏	fortune
脂蛋白	lipoprotein
脂质体	liposome
胁	flank
脆	brittle
脆	fragile
脆	crisp
脆	crunchy
脆	neat
脆弱	weak
脆弱	frail
脆片	chip
脆谷乐	Cheerios
脆脆	crispy
脉	vein
脉动	pulse
脉动	throbbing
脉动	pulsation
脉息	pulse
脉搏	pulse
脉石	veinstone
脉管	vascular
脉络	fabric
脉络膜	choroid
脉脉	affectionate
脉脉	loving
脉冲	pulse
脉冲星	pulsar
脉轮	chakra
脉门	pulse
脊	spine
脊	back
脊	ridge
脊柱侧凸	scoliosis
脊椎侧弯	scoliosis
脊梁	backbone
脊梁	spine
脊梁骨	backbone
脊椎	vertebra
脊椎	backbone
脊椎侧弯	scoliosis
脊椎动物	vertebrate
脊椎指压治疗师	chiropractor
脊椎指压治疗医生	chiropractor
脊椎骨	vertebra
脊灰	polio
脊索	notochord
脊索动物	chordata
脊肋	ribcage
脊背	back
脊骨	backbone
脊骨神经医学	chiropractic
脊髓灰质炎	poliomyelitis
脊髓炎	myelitis
脒	amidine
脖	neck
脖子	neck
脖颈儿	nape
胫骨	tibia
脝	fat
脝	bloated
脞	trifles
脡	straight
脧	fleece
脧	extort
脧	reduce
修	withered
脱俗	refined
脱俗	outstanding
脱咖啡因	decaffeinated
脱咖啡因	decaf
脱垂	prolapse
脱序	disorder
脱机	offline
脱毛	depilation
脱氧	deoxidation
脱氧核糖	deoxyribose
脱氧核糖核酸	DNA
脱氧核苷酸	dNMP
脱氧麻黄碱	methamphetamine
脱氢	dehydrogenation
脱氢酶	dehydrogenase
脱水	dehydration
脱水	dehydrated
脱水	desiccation
脱泥	desliming
脱漏	omission
脱漏	missing
脱洒	elegant
脱然	unconcerned
脱班	late
脱略	unrestrained
脱略	unrespectful
脱略	indulgence
脱空汉	liar
脱窗	cross-eyed
脱线	derailment
脱胎	bodiless
脱肠	hernia
脱臼	dislocation
脱色剂	decolorant
脱衣服	undress
脱衣舞	striptease
脱误	omission
脱销	deficient
脱离	diastasis
脱离	abscission
脱离	abjunction
脱缰	runaway
脱发	baldness
脱发	depilation
脬	bladder
脯	chest
脯	breast
脰	neck
脰	throat
脲	carbamide
脷	tongue
胀	dropsical
胀	swollen
胀大	swollen
胀起	bulge
脾	spleen
脾气	character
脾气	temperament
脾气	disposition
脾胃	preferences
脾脏	spleen
腄	buttocks
腆	virtuous
腈	acrylic
腋	armpit
腋	axilla
腋	axil
腋下	underarm
腋下	armpit
腋生	axillary
腋窝	armpit
腋臭	bromhidrosis
腌臜	dirty
腌臜	filthy
腌臜	awkward
腌臜	disgusting
腌臜	nauseating
腌制	marinated
腌货	pickles
腍	cooked
腍	good-tasting
肾	kidney
肾上腺素	adrenaline
肾小球	glomerulus
肾炎	nephritis
肾盂炎	pyelitis
肾脏	kidney
腐	decay
腐	rotten
腐刑	castration
腐国	UK
腐坏	rot
腐女	fujoshi
腐败	corruption
腐败	rotten
腐朽	rotten
腐朽	decayed
腐朽	decadent
腐朽	degenerate
腐殖土	humus
腐殖覆盖物	mulch
腐烂	corrupt
腐肉	carrion
腐臭	rotten
腐臭	stinking
腐臭	putrid
腐旧	outmoded
腐旧	decadent
腐旧	decaying
腐蚀	corrosion
腐蚀	corruption
腓	decay
腓	protect
腓力	Philip
腓尼基	Phoenician
腓特烈斯塔	Fredrikstad
腓立比	Philip
腓立比	Philippi
腓骨	fibula
腔	barrel
腔	compartment
腔	tune
腔子	intonation
腔子	accent
腔棘鱼	coelacanth
腔肠动物	Coelenterata
腔调	accent
腔隙	lacuna
腔隙	gap
腕	wrist
腕	arm
腕子	wrist
腕级	celebrated
腕级	famous
腕级	A-list
腕足动物	brachiopod
腕龙	brachiosaurus
腙	hydrazone
腚	buttocks
腚	butt
脶	fingerprint
腥	fishy
腥风血雨	carnage
脑	brain
脑	mind
脑	head
脑	essence
脑充血	stroke
脑儿	brains
脑内啡	endorphin
脑卒中	stroke
脑子	brains
脑子	mind
脑子有泡	brainless
脑子有泡	dumb
脑子进水	crazy
脑岛	insula
脑性痲痹	spasticity
脑性麻痹	spasticity
脑残	moronic
脑残	brainless
脑残	bonehead
脑残	retard
脑残粉	fanboy
脑残粉	fangirl
脑壳	skull
脑壳	brain
脑汁	brains
脑波	EEG
脑沟	sulcus
脑溢血	stroke
脑浆	brains
脑炎	encephalitis
脑炎	meningitis
脑瓜	skull
脑瓜	brain
脑瓜	head
脑瓜	mind
脑瓜	mentality
脑瓜	ideas
脑瓢儿	crown
脑病	encephalopathy
脑筋	brains
脑筋	mind
脑筋	head
脑胀	dizzy
脑胀	light-headed
脑胀	intoxicated
脑膜	meninx
脑膜	meninges
脑膜炎	meningitis
脑袋	head
脑袋	skull
脑袋	brains
脑门	forehead
脑门子	forehead
脑际	mind
脑际	memory
脑电图	electroencephalogram
脑电图版	electroencephalogram
脑髓	brain
脑髓	medulla
腧	acupoint
腩	brisket
肿	swelling
肿	swollen
肿块	swelling
肿块	growth
肿块	tumor
肿块	lump
肿大	swelling
肿大	enlargement
肿大	hypertrophy
肿瘤	tumor
肿瘤切除术	lumpectomy
肿瘤学	oncology
肿瘤病医生	oncologist
肿胀	swelling
肿胀	oedema
腬	greasy
腮	cheek
腮帮	cheek
腮帮	upper
腮帮子	cheek
腮红	rouge
腮腺炎	mumps
腮颊	cheek
腮颊	jaw
腮胡	sideburns
腯	fat
腰	waist
腰	pocket
腰	middle
腰	loins
腰包	purse
腰包	pocket
腰围	girth
腰子	kidney
腰封	sash
腰带	belt
腰杆子	waist
腰杆子	backing
腰缠万贯	loaded
腰肉	loin
腰肢	waist
腰胯	hips
腰胯	waist
腰部	waist
腰间	waist
腰际	waist
腰际	hips
腱	tendon
腱	sinew
腱子	sinew
腱炎	tendonitis
腱鞘	epitendon
腱鞘炎	tenosynovitis
脚	foot
脚	leg
脚	base
脚	role
脚丫子	foot
脚凳	footstool
脚印	footprint
脚夫	porter
脚夫	bearer
脚孤拐	bunion
脚后跟	heel
脚户	porter
脚手架	scaffolding
脚指甲	toenail
脚本	script
脚杆	leg
脚步	footstep
脚步	step
脚气	beriberi
脚气病	beriberi
脚注	footnote
脚爪	claw
脚脖子	ankle
脚腕	ankle
脚趾	toe
脚趾头	toe
脚跟	heel
脚踏	pedal
脚踏板	pedal
脚踏板	treadle
脚踏板	floorboard
脚踏车	bicycle
脚踏车	bike
脚踝	ankle
脚蹬	pedal
脚蹼	flippers
脚蹼	fins
脚镣	fetters
脚镣	leg-irons
腴	fertile
腴	rich
肠	intestines
肠仔	sausage
肠套叠	intussusception
肠子	intestines
肠支	cecum
肠毒素	enterotoxins
肠炎	enteritis
肠病毒	enterovirus
肠管	intestine
肠管	gut
肠胃炎	gastroenteritis
肠蠕动	peristalsis
肠道	intestines
肠道	gut
腹	abdomen
腹	stomach
腹	belly
腹吸盘	acetabulum
腹地	hinterland
腹地	interior
腹地	outback
腹水	ascites
腹水	hydroperitoneum
腹泻	diarrhea
腹痛	bellyache
腹笥甚宽	well-read
腹股沟	groin
腹膜	peritoneum
腹语	ventriloquism
腹语师	ventriloquist
腹语术	ventriloquism
腹足	gastropod
腹足纲	gastropod
腹部	abdomen
腹部	belly
腹部	flank
腹黑	two-faced
腺	gland
腺毛	trichome
腺病	adenosis
腺病毒	adenovirus
腺癌	Adenocarcinoma
腺苷	adenosine
腺体	gland
腿	leg
腿肚子	calf
腿腕	ankle
腿脚	strides
腿号	legband
膀	wing
膀	puffed
膀	bladder
膀大腰圆	burly
膀大腰圆	beefy
膀子	arm
膀子	wing
膀胱	bladder
膀胱炎	cystitis
膀臂	arm
膂	backbone
膂	strength
膂力	strength
膂力	brawn
腽	blubber
膆	fat
膈	diaphragm
膈肌	diaphragm
膈膜	diaphragm
膊	shoulder
膏	ointment
膏	paste
膔	borborygmus
腘旁腱肌	hamstring
腘窝	popliteal
腘绳肌	hamstring
腘肌	popliteus
膘肥	well-fed
膘肥	fat
膘肥体壮	well-fed
膙	callous
肤	skin
肤浅	skin-deep
肤浅	superficial
肤浅	shallow
膛	chest
膛	throat
膛径	bore
膛线	rifling
膜	membrane
膜	film
膜炎	membranitis
膜翅目	Hymenoptera
膝	knee
膝上型	laptop
膝上型电脑	laptop
膝盖	knee
膝盖骨	kneecap
胶	glue
胶	gum
胶	rubber
胶乳	latex
胶卷	film
胶原	collagen
胶原蛋白	collagen
胶原质	collagen
胶合板	plywood
胶囊	capsule
胶囊	caplet
胶圈	gasket
胶子	gluon
胶布	band-aid
胶卷	film
胶木	bakelite
胶水	glue
胶泥	clay
胶片	film
胶状	gluey
胶状	gelatinous
胶状	colloid
胶粒	colloid
胶着	stalemate
胶着	gridlock
胶质	colloid
胶体	colloid
胶黏	sticky
胶黏	adhesive
胶黏剂	glue
胶黏剂	adhesive
膣	vagina
膦	phosphine
膨	swollen
膨润土	bentonite
腻	greasy
腻	soft
腻	unctuous
腻	intimate
腻人	greasy
腻人	boring
腻味	sick
腻味	tiresome
腻子	putty
腻子	hanger-on
腻歪	lovey-dovey
腻烦	bored
膳	meals
膳食	meal
膳魔师	Thermos
膵	pancreas
膷	soup
膺	breast
膺	receive
胆	courage
胆	guts
胆	gall
胆力	courage
胆力	bravery
胆固醇	cholesterol
胆大	daring
胆大	bold
胆大	audacious
胆大包天	reckless
胆大妄为	daring
胆大妄为	presumptuous
胆大妄为	daredevil
胆子	courage
胆子	nerve
胆子	guts
胆小	cowardice
胆小	timid
胆小如鼠	chicken-hearted
胆小如鼠	gutless
胆小鬼	coward
胆怯	timidity
胆怯	timid
胆怯	cowardly
胆气	courageous
胆气	bold
胆汁	gall
胆汁	bile
胆石	gallstone
胆石症	gallstone
胆红素	bilirubin
胆结石	gallstone
胆绿素	biliverdin
胆色素	bilirubin
胆量	courage
胆量	boldness
胆量	guts
胆颤心惊	panic-stricken
胆魄	courage
胆魄	bravery
胆碱	choline
脓	pus
脓包	pustule
脓毒症	sepsis
脓泡	pustule
脓痂疹	impetigo
脓肿	abscess
臀	butt
臀	buttocks
臀肌	gluteus
臀肌	buttocks
臀部	butt
臀部	buttocks
臂	arm
臂章	armband
臂章	armlet
臂纱	armband
臂膀	arm
臃肿	obese
臃肿	bloated
臃肿	swollen
臄	palate
臄	sausage
臆	feelings
臆	opinion
臆	thoughts
臆想狂	mythomaniac
臆想症	mythomania
臆断	assumption
臆测	assumption
臆测	guess
脸	face
脸厚	thick-skinned
脸厚	brazen
脸型	physiognomy
脸基尼	facekini
脸大	bold
脸大	unafraid
脸孔	face
脸巴子	cheek
脸形	physiognomy
脸书	Facebook
脸皮	face
脸皮	cheek
脸皮厚	brazen
脸皮嫩	bashful
脸皮嫩	shy
脸皮薄	thin-skinned
脸皮薄	sensitive
脸盆	washbowl
脸盘儿	face
脸盲症	prosopagnosia
脸相	complexion
脸相	looks
脸罩	visor
脸色	complexion
脸色	look
脸薄	bashful
脸薄	shy
脸蛋	cheek
脸蛋	face
脸蛋儿	cheek
脸蛋儿	face
脸蛋子	cheek
脸蛋子	face
脸谱	Facebook
脸部	face
脸面	face
脸颊	cheek
脸庞	face
臊	shame
臊	bashfulness
臊气	stench
臊腥	stench
臊腥	stink
臌	dropsical
臌	swollen
脐	navel
臑	biceps
臖	swelling
腊	preserved
腊克	lacquer
腊梅	wintersweet
腊肠	sausage
胪	belly
胪	skin
脏	viscera
脏	organ
脏躁	hysteria
脔	skinny
臣下	subject
臣仆	servant
臣妾	subjects
臣子	subject
臣属	subject
臣民	subject
臣虏	slave
卧位	berth
卧内	bedroom
卧具	bedding
卧室	bedroom
卧床	bedridden
卧床	bed
卧式	lying
卧式	horizontal
卧房	bedroom
卧病	bed-ridden
卧车	wagon-lits
臧	good
臧	right
临危	dying
临场	firsthand
临场	impromptu
临床	clinical
临时	temporary
临时	interim
临时保姆	babysitter
临界	critical
临界	boundary
临界状态	criticality
临近	approaching
临门	home-coming
自	self
自	oneself
自	from
自	since
自	naturally
自	surely
自上而下	top-down
自下而上	bottom-up
自主	independent
自主	autonomous
自来	always
自保	self-defense
自保	self-preservation
自信	self-confidence
自信心	self-confidence
自修	self-study
自个儿	oneself
自备	own
自备	self-provided
自备	self-contained
自傲	arrogance
自传	autobiography
自制	self-control
自制力	self-control
自力更生	self-reliance
自助	self-service
自助洗衣店	laundromat
自助洗衣店	launderette
自助餐	buffet
自动	automatic
自动	voluntarily
自动付款机	auto-teller
自动付款机	ATM
自动化	automation
自动化技术	automation
自动射线摄影	autoradiography
自动扶梯	escalator
自动提款机	ATM
自动楼梯	escalator
自动步道	travelator
自动车	automobile
自动点唱机	jukebox
自动点唱机	nickelodeon
自卑	self-abased
自反	reflexive
自命不凡	self-important
自命不凡	arrogant
自命清高	holier-than-thou
自在	free
自在	unrestrained
自在	comfortable
自报公议	self-assessment
自大	arrogant
自大狂	megalomania
自大狂	egomania
自如	unobstructed
自如	unconstrained
自如	smoothly
自如	freely
自学	self-study
自定义	custom
自定义	user-defined
自家	oneself
自尊	self-respect
自尊	self-esteem
自尊	ego
自尊	pride
自尊心	self-respect
自尊心	self-esteem
自尊心	ego
自导	self-guided
自导	autonomous
自己	oneself
自己人	ourselves
自带	BYO
自带	preinstalled
自底向上	bottom-up
自强不息	self-improvement
自律	self-discipline
自律	self-regulation
自律	autonomy
自律	autonomic
自律性组织	SRO
自得	contented
自从	since
自恃	self-esteem
自恃	self-reliance
自恃	overconfident
自恃	conceited
自爱	self-respect
自爱	self-love
自爱	self-regard
自慰	onanism
自慰	masturbation
自恋	narcissism
自我	self-
自我	ego
自我介绍	self-introduction
自我催眠	self-hypnotism
自我实现	self-actualization
自我实现	self-realization
自我意识	self-awareness
自我批评	self-criticism
自我防卫	self-defense
自我陶醉	self-satisfied
自我陶醉	self-imbued
自我陶醉	narcissistic
自打	since
自拍照	selfie
自控	automated
自控	self-control
自此	henceforth
自残	self-harm
自杀式	suicide
自杀式	suicidal
自治	autonomy
自治市	municipality
自治权	autonomy
自淫	masturbation
自满	complacent
自满	self-satisfied
自洁	self-cleaning
自渎	masturbation
自焚	self-immolation
自然	nature
自然	natural
自然	naturally
自然主义	naturalism
自然界	nature
自然而然	involuntary
自然而然	automatically
自然铜	chalcopyrite
自营	self-operated
自营商	dealer
自爆	self-detonation
自由	freedom
自由	free
自由	liberty
自由主义	liberalism
自由化	liberalization
自由化	freeing
自由式	freestyle
自由意志主义	libertarianism
自由放任	laissez-faire
自由散漫	easy-going
自由散漫	lax
自由散漫	unconstrained
自由散漫	unruly
自由派	liberal
自由素食主义	Freeganism
自由职业	self-employed
自由职业	profession
自由自在	leisurely
自由落体	free-fall
自由体操	floor
自画像	self-portrait
自发	spontaneous
自发电位	electroencephalogram
自白	confession
自白书	confession
自尽	suicide
自相	mutual
自相	self-
自相矛盾	self-contradictory
自相矛盾	inconsistent
自省	introspection
自省	self-awareness
自省	self-criticism
自知之明	self-knowledge
自私	selfish
自私	selfishness
自私自利	selfish
自私自利	mercenary
自立	independent
自立	self-reliant
自立	self-sustaining
自给	self-reliant
自给自足	self-sufficiency
自给自足	autarchy
自繇自在	leisurely
自举	bootstrapping
自若	calm
自若	composed
自行	voluntary
自行	autonomous
自行	self-
自行车	bicycle
自行车	bike
自行车馆	velodrome
自卫	self-defense
自装	self-loading
自装	self-charging
自制	self-made
自制	improvised
自制	homemade
自制	handmade
自觉	conscious
自觉	aware
自觉	conscientious
自谦	modest
自谦	self-deprecating
自谴	self-recrimination
自豪	proud
自豪感	self-esteem
自负	conceited
自足	self-sufficient
自身	itself
自身	oneself
自转	rotation
自述	autobiography
自适应	adaptive
自选	optional
自选	self-service
自重	deadweight
自闭症	autism
自顶向下	top-down
自愿	voluntary
自愿性	voluntary
自愿者	volunteer
自养	self-sustaining
自养生物	autotroph
臬	guidepost
臬	rule
臬	standard
臬	limit
